coverage,deferred_fraction,risk
1.0,0.0,18.156509949237087
0.9000041856766147,0.09999581432338533,15.619119545954876
0.8000013952255383,0.19999860477446174,14.077661653941549
0.7000055809021528,0.2999944190978472,12.573609690813742
0.5,0.5,10.311585946113476
